example_id,task_type,answer_type,prompt,prompt_chars,prompt_words,question_start,num_numbers,has_math_symbols,has_code_like_text,question_mark_count,capitalized_word_count,contains_parenthesis,contains_quote,has_comparison_word,has_negation_word,has_quantity_word,cheap_answer_chars,cheap_answer_words,cheap_parsed_answer,cheap_contains_uncertainty,cheap_self_confidence,cheap_sample_agreement,mistral_nemo_correct,mistral_nemo_cost,qwen_235b_correct,qwen_235b_cost,gemini_flash_correct,gemini_flash_cost,llama_70b_correct,llama_70b_cost,deepseek_v3_correct,deepseek_v3_cost
sciq_00101,science,choice,"What layer of soil, essential for farming, has the highest proportion of organic material?
A. bedrock
B. subsoil
C. topsoil
D. humus",132,22,what,0,0,0,1,1,0,0,0,0,0,466,81,other,0,0.95,1.0,1,5.81e-06,1,4.197e-05,1,0.0002032,1,3.526e-05,1,7.275e-05
sciq_00027,science,choice,"Earth rotates on its axis once each day and revolves around the sun how often?
A. once each month
B. once each year
C. every other year
D. ever 3 years",151,31,earth,1,0,0,1,1,0,0,0,0,1,261,40,other,0,1.0,1.0,1,4.92e-06,1,1.0071e-05,1,0.00014,1,4.348e-05,1,4.608e-05
gsm8k_00022,math,number,Aaron is gathering can lids to take to the recycling center. He uses 3 equal-sized boxes of canned tomatoes and adds the lids he gets to the 14 can lids he already has. He is now taking 53 can lids to the recycling center. How many cans lids did he get from each box?,267,55,aaron,3,1,0,1,4,0,0,0,0,1,453,94,other,0,1.0,1.0,1,7.12e-06,1,1.5565e-05,1,0.000292,1,4.26e-05,1,7.468e-05
mmlu_humanities_00078_philosophy,humanities,choice,"Nussbaum claims that the specification of particular virtues:
A. will always consist of a single answer.
B. might sometimes turn out to be a disjunction.
C. is necessarily relative to a culture.
D. can be settled in such a way as to be no longer revisable.",256,46,nussbaum,0,0,0,0,1,0,0,1,1,0,739,122,other,0,0.95,1.0,1,7.6e-06,1,1.6649e-05,1,0.0002816,1,4.687e-05,1,0.0001165
sciq_00078,science,choice,"How many valence electrons do neutral phosphorus atoms have?
A. nine
B. five
C. three
D. four",93,17,how,0,0,0,1,1,0,0,0,0,1,464,85,other,0,1.0,1.0,0,7.56e-06,1,9.348e-06,1,0.0001955,1,2.5085e-05,1,4.2136e-05
gsm8k_00031,math,number,"A 1000 car parking lot is divided into 3 sections. There are 320 spaces in section 1, and 200 more in section 2 than in section 3. How many spaces are made available in section 2 of the parking lot?",198,40,a,8,0,0,1,2,0,0,1,0,1,509,97,other,0,-1.0,1.0,0,8.4e-06,1,1.981e-05,0,0.0005127,1,6.788e-05,1,0.00011675
sciq_00118,science,choice,"Winter storms develop from what, which form at high altitudes and are associated with hurricanes as well?
A. droughts
B. cyclones
C. currents
D. fronts",151,25,winter,0,0,0,1,1,0,0,0,0,0,626,101,other,0,0.95,1.0,0,7.64e-06,1,5.14e-05,1,0.0002282,1,4.385e-05,0,5.6616e-05
strategyqa_82059a3aaefe9bb821d9,commonsense,yesno,Did the Football War last at least a month? Answer yes or no.,61,13,did,0,0,0,1,4,0,0,0,1,0,205,38,no,0,1.0,1.0,1,4.22e-06,1,9.028e-06,1,0.0001276,1,9.476e-05,1,4.221e-05
gsm8k_00044,math,number,"Jan's three-eyed lizard has 3 times more wrinkles than eyes, and seven times more spots than wrinkles. How many fewer eyes does the lizard have than the combined number of spots and wrinkles?",191,35,jan,1,1,0,1,2,0,1,1,0,1,381,77,other,0,1.0,1.0,1,6.39e-06,1,0.00010325,1,0.0002223,1,5.329e-05,1,0.00011471
strategyqa_c928aaf3842cb87e3642,commonsense,yesno,Would alligator best saltwater crocodile in hypothetical Lake Urmia battle? Answer yes or no.,93,14,would,0,0,0,1,4,0,0,0,1,0,526,79,yes,0,0.9,1.0,0,6.98e-06,1,1.0354e-05,1,0.000146,1,3.1595e-05,1,5.649e-05
sciq_00109,science,choice,"What do nonvascular plants reproduce with?
A. photosynthesis
B. spores
C. vascular plants
D. toxins",99,15,what,0,0,0,1,1,0,0,0,0,0,383,56,other,0,1.0,1.0,1,4.54e-06,1,4.898e-05,1,0.0002077,1,4.295e-05,1,5.74e-05
strategyqa_2e80843bfed38cc06df2,commonsense,yesno,Is letter C crucial to spelling the two most common words in English language? Answer yes or no.,96,18,is,0,0,0,1,3,0,0,1,1,0,149,27,no,0,1.0,1.0,1,3.6e-06,1,8.983e-06,1,9.91e-05,1,2.734e-05,1,4.1968e-05
gsm8k_00026,math,number,"Xander read 20% of his 500-page book in one hour.  The next night he read another 20% of the book.  On the third night, he read 30% of his book.  How many pages does he have left to read?",187,40,xander,4,1,0,1,4,0,0,0,0,1,513,104,other,0,-1.0,1.0,0,1.04e-05,1,8.576e-05,1,0.0002286,1,3.874e-05,1,9.81e-05
sciq_00113,science,choice,"What are the antibodies an animal produces after exposure to a microbial antigen?
A. isolated
B. monoclonal
C. polyclonal
D. chimeric",133,21,what,0,0,0,1,1,0,0,1,0,0,657,104,other,0,1.0,1.0,1,6.26e-06,1,1.2216e-05,1,0.0001492,1,2.868e-05,1,6.632e-05
strategyqa_ca09aea1e9589ef40c61,commonsense,yesno,Would the Titanic be well preserved at the bottom of the Gulf of Finland? Answer yes or no.,91,18,would,0,0,0,1,5,0,0,0,1,0,482,89,yes,0,0.95,1.0,1,6.66e-06,0,0.0001046,1,0.0001216,1,6.272e-05,0,6.304e-05
sciq_00038,science,choice,"What is used during filtration to push fluids and solutes, from higher pressure areas to lower pressure areas?
A. constructs pressure gradient
B. hydrostatic pressure gradient
C. magnesium pressure gradient
D. limited pressure gradient",235,34,what,0,0,0,1,1,0,0,0,0,0,462,70,other,0,1.0,1.0,0,5.29e-06,1,3.738e-05,1,0.0001509,1,3.896e-05,1,4.8216e-05
sciq_00011,science,choice,"What molecule is made of two hydrogen atoms and one oxygen atom?
A. carbohydrate
B. water
C. lipids
D. Oxygen",109,20,what,0,0,0,1,2,0,0,0,0,0,497,82,other,0,1.0,1.0,1,5.64e-06,1,6.51e-05,1,0.0001039,1,2.008e-05,1,4.844e-05
mmlu_humanities_00106_high_school_world_history,humanities,choice,"This question refers to the following information.
Both authors below were speaking of the French Revolution.
It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way—in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.
There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal . . . that things in general were settled for ever.
—A Tale of Two Cities, by Charles Dickens
Bliss was it in that dawn to be alive. But to be young was very heaven.
—The Prelude, by William Wordsworth
Dickens's and Wordsworth's differing views about the French Revolution can be described, respectively, by which of the following adjectives?
A. Optimistic, encouraged
B. Understanding, accepting
C. Cynical, enthusiastic
D. Sincere, resigned",1392,253,this,0,0,0,1,31,0,1,1,0,1,810,137,other,0,0.95,1.0,1,1.532e-05,1,0.00014894,1,0.0002943,1,8.304e-05,1,0.00010991
gsm8k_00103,math,number,"Bridgette and Alex are getting married. Bridgette is inviting 84 guests, and Alex is inviting two thirds of that number of guests. They hired a caterer to make a plated meal for each guest at the wedding reception. The caterer always makes ten extra plates just in case something goes wrong. Each plate of steak and asparagus in garlic butter will have 8 asparagus spears on it. How many asparagus spears will the caterer need in all?",434,77,bridgette,2,0,0,1,8,0,0,0,0,1,644,111,other,0,-1.0,1.0,0,9.32e-06,1,0.0001145,1,0.0002754,1,0.00030645,1,0.0001135
gsm8k_00147,math,number,John eats 3 meals a day.  Breakfast is 500 calories.  His lunch contains 25% more calories than that.  His dinner is twice as many calories as lunch.  He also has 3 shakes that are each 300 calories.  How many calories does he get in a day?,240,46,john,5,0,0,1,6,0,0,1,0,1,487,85,other,0,-1.0,1.0,0,1.058e-05,1,0.00012562,0,0.0001629,1,6.473e-05,1,0.00010125
gsm8k_00122,math,number,"A bear is hunting for her cubs and herself. She needs 210 pounds of meat in a week. Each cub needs 35 pounds a week and she has 4 cubs. She hunts rabbits, which are five pounds each. If she hunts daily, how many rabbits does she need to catch each day?",252,52,a,3,0,0,1,4,0,0,0,0,1,651,135,other,0,-1.0,1.0,0,8.6e-06,1,0.0001156,0,0.0002645,1,0.000244376,1,0.00012768
gsm8k_00080,math,number,"Alex is stacking his books in a pyramid. Each level of the pyramid has 80% as many books as the number of books in the previous level. If he makes four levels and the top level has 64 books, how many books are in the pyramid in total?",234,48,alex,2,0,0,1,3,0,0,0,0,1,577,120,other,0,-1.0,1.0,0,8.36e-06,1,8.744e-05,0,0.0005121,1,6.9915e-05,0,0.000102776
sciq_00034,science,choice,"Where do greenhouse gases trap heat?
A. atmosphere
B. ground
C. space
D. altitude",81,14,where,0,0,0,1,1,0,0,0,0,0,485,86,other,0,1.0,1.0,1,3.315e-05,1,3.009e-05,1,0.0001021,1,4.161e-05,1,4.794e-05
mmlu_humanities_00041_high_school_world_history,humanities,choice,"This question refers to the following information.
""From the confines of Jerusalem and the city of Constantinople a horrible tale has gone forth and very frequently has been brought to our ears, namely, that a race from the kingdom of the Persians, an accursed race, a race utterly alienated from God, a generation forsooth which has not directed its heart and has not entrusted its spirit to God, has invaded the lands of those Christians and has depopulated them by the sword, pillage and fire; it has led away a part of the captives into its own country, and a part it has destroyed by cruel tortures; it has either entirely destroyed the churches of God or appropriated them for the rites of its own religion….The kingdom of the Greeks is now dismembered by them and deprived of territory so vast in extent that it cannot be traversed in a march of two months. On whom therefore is the labor of avenging these wrongs and of recovering this territory incumbent, if not upon you? You, upon whom above other nations God has conferred remarkable glory in arms, great courage, bodily activity, and strength to humble the hairy scalp of those who resist you.
Let the deeds of your ancestors move you and incite your minds to manly achievements; the glory and greatness of king Charles the Great, and of his son Louis, and of your other kings, who have destroyed the kingdoms of the pagans, and extended in these lands the territory of the holy church. Let the holy sepulchre of the Lord our Savior, which is possessed by unclean nations, especially incite you, and the holy places which are now treated with ignominy and irreverently polluted with their filthiness. Oh, most valiant soldiers and descendants of invincible ancestors, be not degenerate, but recall the valor of your progenitors.
Jerusalem is the navel of the world; the land is fruitful above others, like another paradise of delights. This the Redeemer of the human race has made illustrious by His advent, has beautified by residence, has consecrated by suffering, has redeemed by death, has glorified by burial. This royal city, therefore, situated at the center of the world, is now held captive by His enemies, and is in subjection to those who do not know God, to the worship of the heathens. She seeks therefore and desires to be liberated and does not cease to implore you to come to her aid. From you especially she asks succor, because, as we have already said, God has conferred upon you above all nations great glory in arms. Accordingly undertake this journey for the remission of your sins, with the assurance of the imperishable glory of the kingdom of heaven.""
Pope Urban II, Speech at the Council of Clermont as recorded by Robert the Monk, 1095 C.E.
Urban II's discussion of Jerusalem in the third paragraph is best understood in the context of which of the following?
A. Pilgrimages to centers of religious significance
B. Eradication of heresies
C. The reconstruction of trade routes
D. Developments in religious art",2999,519,this,1,0,0,2,46,0,1,1,1,1,766,131,other,0,0.95,1.0,1,1.998e-05,1,0.00010392,1,0.0005405,1,0.00013683,1,0.00024075
gsm8k_00116,math,number,"Three train stations are 2 hours apart from one another. Kira travels from the first station to the third, taking a 30 minutes break at the second station. What's the total time, in minutes, that Kira takes to travel between the first and third station?",253,46,three,2,0,0,1,4,0,1,0,0,0,579,103,other,0,1.0,1.0,1,9.08e-06,1,1.8368e-05,1,0.0001568,1,3.81e-05,1,7.145e-05
gsm8k_00039,math,number,"Raul had $87 to spare so he decided to go to the bookshop. Raul bought 8 comics, each of which cost $4. How much money does Raul have left?",139,29,raul,3,0,0,1,4,0,0,0,0,1,181,36,other,0,1.0,1.0,1,4.28e-06,1,3.612e-05,1,0.0001042,1,0.0001368,1,5.61e-05
strategyqa_24f0e80c50384b28484e,commonsense,yesno,Does Neville Longbottom have more courage as a child than as an adult? Answer yes or no.,88,17,does,0,0,0,1,4,0,0,1,1,0,391,65,no,0,0.95,1.0,1,4.53e-06,1,4.601e-05,1,0.0001466,1,3.67e-05,1,5.0768e-05
gsm8k_00028,math,number,Seal releases 3 songs every month.  He gets $2000 per song.  How much money does he get in his first 3 years?,109,22,seal,3,0,0,1,3,0,0,0,0,1,336,68,other,0,1.0,1.0,1,6.34e-06,1,1.5335e-05,1,0.0001024,1,3.474e-05,1,7.594e-05
strategyqa_4fe90b9eab197be78729,commonsense,yesno,Was ethanol beneficial to Jack Kerouac's health? Answer yes or no.,66,12,was,0,0,0,1,4,0,1,0,1,0,515,86,no,0,0.95,1.0,1,5.29e-06,1,8.699e-06,1,0.0001557,1,3.508e-05,1,5.6e-05
gsm8k_00017,math,number,"There are 192 soaps in a package. They put them in 2 big boxes. If each box contains 6 packages, how much soap do the 2 boxes contain in total?",143,30,there,4,0,0,1,3,0,0,0,0,1,237,46,other,0,1.0,1.0,1,5.8e-06,1,1.3532e-05,1,0.000147,1,4.3755e-05,1,6.227e-05
strategyqa_636b557a0eb102ce04b5,commonsense,yesno,Do you find glutamic acid in a severed finger? Answer yes or no.,64,13,do,0,0,0,1,2,0,0,0,1,0,225,39,yes,0,1.0,1.0,1,4e-06,1,5.366e-05,1,0.0001104,1,2.502e-05,1,3.9344e-05
gsm8k_00053,math,number,"Monroe made 200 granola bars for her family. She and her husband ate 80, and the rest was divided equally among her children. If each child received 20 granola bars, how many children are in the family?",202,37,monroe,3,0,0,1,3,0,0,0,0,1,427,78,other,0,1.0,1.0,1,7.62e-06,1,7.82e-05,1,0.00017,1,4.59e-05,1,6.8704e-05
gsm8k_00149,math,number,"Maggie has an after-school job that pays her $5.00 for every magazine subscription she can sell.  She sells 4 to her parents, 1 to her grandfather, 2 to the next-door neighbor and twice that amount to another neighbor.  How much money did Maggie earn?",251,47,maggie,4,1,0,1,4,0,0,1,0,1,427,78,other,0,1.0,1.0,0,7.03e-06,1,2.08e-05,0,0.0001111,1,3.156e-05,1,7.741e-05
strategyqa_faf10ced482aedfe9c58,commonsense,yesno,Are there enough Jonny Cash records in the world to give one to each French citizen? Answer yes or no.,102,20,are,0,0,0,1,5,0,0,0,1,1,276,46,yes,0,0.95,1.0,1,4.74e-06,1,4.94e-05,0,0.0002172,1,3.852e-05,0,5.575e-05
mmlu_humanities_00035_high_school_world_history,humanities,choice,"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Which of the following events inspired the composition of this song?
A. Peace of Augsburg
B. War of Spanish Succession
C. Edict of Nantes
D. Thirty Years' War",756,139,this,0,1,0,3,38,0,1,1,1,1,789,145,other,0,-1.0,1.0,0,1.318e-05,1,2.7879e-05,1,0.0002696,1,6.322e-05,1,0.000125744
strategyqa_47cb228abaa8a8106df9,commonsense,yesno,Was Hundred Years' War a misnomer? Answer yes or no.,52,10,was,0,0,0,1,5,0,1,0,1,0,181,30,yes,0,1.0,1.0,1,4.26e-06,1,3.106e-05,1,0.0001476,1,2.108e-05,1,4.675e-05
gsm8k_00109,math,number,Joel’s garden is 64 square feet large. He wants to use half of the garden for fruits and half of the garden for vegetables. He wants to use a quarter of the fruit section for strawberries. How many square feet of the garden will be used for strawberries?,254,49,joel,1,0,0,1,4,0,0,0,0,1,367,71,other,0,1.0,1.0,1,6.82e-06,1,1.3297e-05,1,0.0001643,1,0.00012666,1,6.0752e-05
mmlu_humanities_00101_world_religions,humanities,choice," Who declared Muhammad a prophet?
A. Khadijah
B. Gabriel
C. Waraqah
D. Abu Bakr",79,14,who,0,0,0,1,7,0,0,0,0,0,328,52,other,0,1.0,1.0,0,5.26e-06,0,3.518e-05,0,0.0001992,0,2.404e-05,0,5.8e-05
gsm8k_00036,math,number,"A pickup truck can fill 20 eight gallon water cans (each can filled three quarters of its capacity) in three hours. If each can is filled to full capacity instead, how long, in hours, will it take to fill 25 cans?",213,41,a,2,0,0,1,1,1,0,0,0,1,650,138,other,0,-1.0,1.0,0,8.28e-06,1,9.58e-05,1,0.0001256,1,5.924e-05,1,0.00011104
mmlu_humanities_00065_world_religions,humanities,choice," What is the title for the religious and administrative leaders who succeeded the Prophet?
A. Rasul
B. Nabi
C. Caliph
D. Mahdi",126,22,what,0,0,0,1,6,0,0,0,0,0,718,122,other,0,0.95,1.0,1,3.253e-05,1,1.8545e-05,1,0.0001326,1,4.238e-05,1,7.574e-05
strategyqa_29551a9093ea19c1e7c3,commonsense,yesno,Would 1996 leap year baby technically be 1 year old in 2000? Answer yes or no.,78,16,would,3,0,0,1,2,0,0,0,1,0,227,45,no,0,1.0,1.0,0,4.49e-06,0,6.656e-05,1,0.0001762,0,8.7465e-05,0,8.329e-05
gsm8k_00131,math,number,Jack orders 3 sandwiches that cost $5 each.  He pays with a $20 bill.  How much does he get in change?,102,21,jack,3,0,0,1,3,0,0,0,0,1,186,37,other,0,1.0,1.0,1,4.12e-06,1,6.237e-05,1,9.4e-05,1,2.516e-05,1,4.875e-05
mmlu_humanities_00067_high_school_world_history,humanities,choice,"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stone—it is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following statements about ancient cities is most supported by the discussion of Uruk in the second paragraph?
A. Ancient cities lacked effective fortifications against attack.
B. Ancient cities featured areas for worshipping their patron deities.
C. Ancient cities commonly decorated their temples in modest ways.
D. Ancient cities featured areas for training their armies.",1569,268,this,1,1,0,1,35,0,1,1,1,1,294,48,other,0,0.95,1.0,1,7.575e-05,1,0.0001384,1,0.0002514,1,0.000297511,1,0.00014703
sciq_00107,science,choice,"What type of pressure may build up inside the cell when water moves into a cell by osmosis?
A. osmotic pressure
B. pleasurable pressure
C. transverse pressure
D. impervious pressure",181,30,what,0,0,0,1,1,0,0,0,0,0,551,86,other,0,1.0,1.0,1,7.04e-06,1,0.0001006,1,0.0002719,1,3.32e-05,1,4.638e-05
mmlu_humanities_00129_high_school_world_history,humanities,choice,"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
The passage is most closely related with which of the following broad developments?
A. Europe's enslavement of Chinese citizens
B. Europe's expansion of missionary activity in China
C. Europe's economic domination of China
D. Europe's colonization of Chinese territory",1350,229,this,1,0,1,3,25,0,1,1,1,1,902,145,other,0,-1.0,1.0,1,1.488e-05,1,3.1172e-05,1,0.0003696,1,6.241e-05,1,0.00015552
sciq_00108,science,choice,"The mostly subterranean lifestyle of stone plants reduces water loss from evaporation and inhibits what?
A. tissues
B. reactions
C. photosynthesis
D. chlorophyll",161,23,the,0,0,0,1,1,0,0,0,0,0,286,45,other,0,1.0,1.0,0,4.7e-06,1,5.162e-05,1,0.0001823,1,4.058e-05,1,5.3e-05
gsm8k_00124,math,number,"20% of the job candidates at a temp agency have experience with Excel. 70% of the candidates are only willing to work day shifts. If a manager picks a candidate at random, what are the odds they know Excel and are willing to work nights?",237,45,20,2,0,0,1,3,0,0,0,0,1,523,101,other,0,1.0,1.0,0,9.1e-06,0,7.673e-05,0,0.0003087,1,4.698e-05,1,9.926e-05
strategyqa_4810297f474b0e97ed78,commonsense,yesno,Could ten gallons of seawater crush a six year old? Answer yes or no.,69,14,could,0,0,0,1,2,0,0,0,1,0,286,52,yes,0,1.0,1.0,1,5e-06,0,1.027e-05,1,0.0001254,1,3.024e-05,0,4.25e-05
sciq_00049,science,choice,"What type of tissue transports water and minerals in a vascular plant?
A. capillaries
B. chlorophyll
C. collagen
D. xylem",121,20,what,0,0,0,1,1,0,0,0,0,0,500,78,other,0,1.0,1.0,1,6.62e-06,1,7.1e-05,1,0.0001739,1,4.656e-05,1,7.625e-05
gsm8k_00086,math,number,"Thomas started saving for a car almost 2 years ago. For the first year, his weekly allowance was $50. In the second year, he got a job that pays $9 an hour at a coffee shop and worked 30 hours a week, so his parents discontinued his allowance. If the car he wants to buy is $15,000 and he spends $35 a week on himself, how much more money does Thomas need to buy the car by the end of the 2 years?",397,84,thomas,8,0,0,1,5,0,0,1,0,0,563,97,other,0,-1.0,1.0,0,1.13e-05,1,3.38e-05,0,0.0001743,1,7.162e-05,1,0.00017458
strategyqa_5d0248445c0be4f1dc13,commonsense,yesno,Can Poland Spring make money in the Sahara? Answer yes or no.,61,12,can,0,0,0,1,5,0,0,0,1,0,466,82,yes,0,0.85,1.0,1,4.92e-06,1,5.17e-05,1,0.0001323,1,3.18e-05,0,3.402e-05
sciq_00119,science,choice,"Types of radiation that cause cancer include ultraviolet (uv) radiation and what?
A. radon
B. thermal
C. molecular
D. vibrational",129,20,types,0,0,0,1,1,1,0,0,0,0,497,78,other,0,1.0,1.0,1,6.78e-06,1,8.492e-05,1,0.0001795,1,3.584e-05,1,5.6632e-05
strategyqa_6693c842968f27dd04ce,commonsense,yesno,"While viewing ""Scary Movie"" is the viewer likely to experience an increase in adrenaline? Answer yes or no.",107,18,while,0,0,0,1,4,0,1,0,1,0,426,72,yes,0,0.95,1.0,0,5.9e-06,1,3.41e-05,1,0.000105,0,2.348e-05,1,3.676e-05
mmlu_humanities_00072_world_religions,humanities,choice,"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?
A. Parvati
B. Sita
C. Sri (Lakshmi)
D. Sarasvati",160,29,who,0,0,0,1,7,1,0,0,0,1,650,108,other,0,1.0,1.0,1,9.46e-06,1,7.3e-05,1,0.0001959,1,5.989e-05,1,7.178e-05
mmlu_humanities_00110_world_religions,humanities,choice,"When was the current Dalai Lama born?
A. 1935
B. 2000
C. 1965
D. 1975",69,15,when,4,0,0,1,3,0,0,0,0,0,196,34,other,0,1.0,1.0,1,1.56e-05,1,1.0471e-05,1,0.0001097,1,3.808e-05,1,3.862e-05
mmlu_humanities_00064_philosophy,humanities,choice,"Hume argues that the criteria for judging aesthetic value are _____.
A. entirely subjective
B. unchangeable
C. entirely objective
D. unknown",140,21,hume,0,0,0,0,1,0,0,0,0,0,605,94,other,0,1.0,1.0,1,7.38e-06,1,1.6003e-05,1,0.0002676,1,3.796e-05,1,4.9808e-05
mmlu_humanities_00053_philosophy,humanities,choice,"Mill claims that the distinction between justice and other moral obligations corresponds perfectly to the distinction between:
A. perfect and imperfect obligations.
B. positive and negative duties.
C. strong and weak duties.
D. absolute and relative obligations.",262,37,mill,0,0,0,0,1,0,0,0,0,0,940,144,other,0,1.0,1.0,1,3.552e-05,1,5.014e-05,1,0.0001752,1,6.148e-05,1,7.543e-05
strategyqa_bcd77b200a2b90ca2ecc,commonsense,yesno,Is it understandable to compare a blood spatter pattern to a Jackson Pollock piece? Answer yes or no.,101,18,is,0,0,0,1,4,0,0,0,1,0,419,61,yes,0,0.95,1.0,1,5.44e-06,1,4.906e-05,1,0.0001119,1,2.146e-05,1,4.88e-05
mmlu_humanities_00022_world_religions,humanities,choice,"What does the term anatman mean?
A. Suffering
B. Soul
C. Impermanence
D. No-self",80,15,what,0,1,0,1,5,0,0,0,1,0,382,62,other,0,1.0,1.0,1,5.33e-06,1,5.676e-05,1,0.0001436,1,3.192e-05,1,5.841e-05
gsm8k_00098,math,number,"A watermelon stand sold 46 watermelons. Seventeen customers bought one melon, three customers bought three melons, and the rest bought two melons. How many customers bought two watermelons?",189,28,a,1,0,0,1,2,0,0,0,0,1,687,129,other,0,-1.0,1.0,0,8.1e-06,1,1.7445e-05,1,0.0001342,1,7.853e-05,1,7.866e-05
strategyqa_91917c5e30dbf8552b34,commonsense,yesno,Would a vegan eat a traditional Paella dish? Answer yes or no.,62,12,would,0,0,0,1,3,0,0,0,1,0,334,52,yes,0,0.95,1.0,0,4.15e-06,1,8.228e-06,1,8.26e-05,1,2.204e-05,1,2.944e-05
strategyqa_18d50392cc241326112b,commonsense,yesno,Does Ronda Rousey avoid BBQ restaraunts? Answer yes or no.,58,10,does,0,0,0,1,4,0,0,0,1,0,292,47,yes,0,0.95,1.0,1,4.54e-06,0,8.07e-06,0,0.0001076,0,2.941e-05,0,3.61e-05
sciq_00102,science,choice,"What purpose does the appendix serve in humans today?
A. filters blood
B. none
C. digests food
D. work",102,19,what,0,0,0,1,1,0,0,0,0,0,663,115,other,0,0.95,1.0,1,6.48e-06,1,1.0719e-05,1,0.0001536,1,3.236e-05,1,4.926e-05
strategyqa_29cbf28f323d10a53c4d,commonsense,yesno,Would ramen be bad for someone with heart failure? Answer yes or no.,68,13,would,0,0,0,1,2,0,0,0,1,0,346,54,yes,0,0.95,1.0,1,4.7e-06,1,1.05e-05,1,9.01e-05,1,2.5985e-05,1,5e-05
gsm8k_00127,math,number,A kilogram of pork costs $6 while a kilogram of chicken costs $2 less. How much will a 3-kilogram of chicken and a kilogram of pork cost?,137,28,a,3,1,0,1,1,0,0,1,0,0,555,109,other,0,1.0,1.0,1,8.64e-06,1,7.833e-05,1,0.000153,1,3.534e-05,1,9.16e-05
gsm8k_00000,math,number,"Rob has some baseball cards, and a few are doubles. One third of Rob's cards are doubles, and Jess has 5 times as many doubles as Rob. If Jess has 40 doubles baseball cards, how many baseball cards does Rob have?",212,42,rob,2,0,0,1,8,0,1,0,0,1,285,58,other,0,1.0,1.0,1,6.24e-06,1,8.404e-05,1,0.0003906,1,3.854e-05,1,6.486e-05
strategyqa_bda79ddfa59d6d51e081,commonsense,yesno,Did Jesus know anyone who spoke Estonian? Answer yes or no.,59,11,did,0,0,0,1,4,0,0,0,1,0,339,59,no,0,0.95,1.0,1,4.38e-06,1,5.66e-05,1,0.000152,1,3.15e-05,1,3.831e-05
mmlu_humanities_00011_philosophy,humanities,choice,"In response to the claim that deliberative justification is incomplete:
A. Gauthier expands the definition of deliberative justification.
B. Gauthier argues that deliberative justification by definition takes account of all relevant considerations.
C. Gauthier claims that deliberative justification works.
D. Gauthier argues that all theories of justification are equally incomplete.",384,50,in,0,0,0,0,5,0,0,0,0,1,559,90,other,0,0.95,1.0,0,8.08e-06,0,5.761e-05,0,0.0003465,0,5.012e-05,0,7.188e-05
mmlu_humanities_00095_philosophy,humanities,choice,"Aquinas claims that:
A. pleasure exists for its own sake.
B. pleasure exists for the sake of operation.
C. operation exists for the sake of pleasure.
D. both b and c.",166,31,aquinas,0,0,0,0,1,0,0,0,0,0,736,123,other,0,0.95,1.0,1,9e-06,1,1.3871e-05,1,0.0001687,1,4.864e-05,1,5.899e-05
